category,review,text_input,clean_text,rating,sentiment,label
pertukangan,packing sangat aman dan rapi. kotak tidak penyok sama sekali..utuh. bubble wrap berlapis.,kategori pertukangan ulasan packing sangat aman dan rapi. kotak tidak penyok sama sekali..utuh. bubble wrap berlapis.,kategori pertukangan ulasan packing sangat aman dan rapi kotak tidak penyok sama sekali utuh bubble wrap berlapis,5,positif,2
makanan_minuman,Alhamdulillah produk sudah diterima dengan baik. sudah langganan di toko ini,kategori makanan_minuman ulasan Alhamdulillah produk sudah diterima dengan baik. sudah langganan di toko ini,kategori makanan minuman ulasan alhamdulillah produk sudah diterima dengan baik sudah langganan di toko ini,5,positif,2
pertukangan,"Mantapp, cuma gak yakin sama baterainya.. overall mantap sesuai harga","kategori pertukangan ulasan Mantapp, cuma gak yakin sama baterainya.. overall mantap sesuai harga",kategori pertukangan ulasan mantapp cuma tidak yakin sama baterainya keseluruhan bagus sesuai harga,5,positif,2
kecantikan,mantap sesuai pesanan,kategori kecantikan ulasan mantap sesuai pesanan,kategori kecantikan ulasan bagus sesuai pesanan,5,positif,2
olahraga,triimmmss gaannn.... maap telat ulasan na.......................................,kategori olahraga ulasan triimmmss gaannn.... maap telat ulasan na.......................................,kategori olahraga ulasan triimmmss gaannn maap terlambat ulasan na,5,positif,2
olahraga,kurang suka sama model dan cuttingan yang sekarang...🙏,kategori olahraga ulasan kurang suka sama model dan cuttingan yang sekarang...🙏,kategori olahraga ulasan kurang suka sama model dan cuttingan yang sekarang terima kasih,3,netral,1
pertukangan,"pengiriman cepat, fungsi bagus, cuman bungkusnya kotor dan barangnya sudah ada karatnya ..","kategori pertukangan ulasan pengiriman cepat, fungsi bagus, cuman bungkusnya kotor dan barangnya sudah ada karatnya ..",kategori pertukangan ulasan pengiriman cepat fungsi bagus cuman bungkusnya kotor dan barangnya sudah ada karatnya,4,positif,2
makanan_minuman,"Barang sesuai, proses cepat, packing oke, seller tanggap &amp; ramah, thxz","kategori makanan_minuman ulasan Barang sesuai, proses cepat, packing oke, seller tanggap &amp; ramah, thxz",kategori makanan minuman ulasan barang sesuai proses cepat packing oke seller tanggap ramah thxz,5,positif,2
olahraga,barang nya bagus.... cuman agak lama d pngiriman aja.. tapi top resselerrr.. sesuai dg deskripsi,kategori olahraga ulasan barang nya bagus.... cuman agak lama d pngiriman aja.. tapi top resselerrr.. sesuai dg deskripsi,kategori olahraga ulasan barang nya bagus cuman agak lama di pngiriman saja tapi top resselerrr sesuai dg deskripsi,5,positif,2
pertukangan,"Desain: Baguss Performa: Simpel Ukuran: Pas engga ke gede Buat toko Terimakasih banyakk, paket aman, buat kurir nya juga Terimakasih","kategori pertukangan ulasan Desain: Baguss Performa: Simpel Ukuran: Pas engga ke gede Buat toko Terimakasih banyakk, paket aman, buat kurir nya juga Terimakasih",kategori pertukangan ulasan desain bagus performa simpel ukuran pas engga ke gede buat toko terima kasih banyakk paket aman buat kurir nya juga terima kasih,5,positif,2
elektronik,Mantep.. pengiriman cepat sesuai yang dijanjikan.. Siap2 repeat order..,kategori elektronik ulasan Mantep.. pengiriman cepat sesuai yang dijanjikan.. Siap2 repeat order..,kategori elektronik ulasan mantap pengiriman cepat sesuai yang dijanjikan siap repeat order,5,positif,2
kecantikan,kurang suka wanginya,kategori kecantikan ulasan kurang suka wanginya,kategori kecantikan ulasan kurang suka wanginya,3,netral,1
hiburan,"Proses sangat cepat, no issue, my 3rd order here. Good quality product and ofc the content are superb!","kategori hiburan ulasan Proses sangat cepat, no issue, my 3rd order here. Good quality product and ofc the content are superb!",kategori hiburan ulasan proses sangat cepat no issue my rd order here bagus quality product and ofc the content are superb,5,positif,2
pertukangan,Barang sesuai pesanan. Built quality kokoh. Fast respond.,kategori pertukangan ulasan Barang sesuai pesanan. Built quality kokoh. Fast respond.,kategori pertukangan ulasan barang sesuai pesanan built quality kokoh cepat respon,5,positif,2
pertukangan,"barang sesuai deskripsi, pengiriman cepat, hrga terjangkau, recomended..","kategori pertukangan ulasan barang sesuai deskripsi, pengiriman cepat, hrga terjangkau, recomended..",kategori pertukangan ulasan barang sesuai deskripsi pengiriman cepat hrga terjangkau recomended,5,positif,2
kecantikan,Parfumnya gak full,kategori kecantikan ulasan Parfumnya gak full,kategori kecantikan ulasan parfumnya tidak penuh,2,negatif,0
hiburan,Semoga bermanfaat. Mantap gramedia,kategori hiburan ulasan Semoga bermanfaat. Mantap gramedia,kategori hiburan ulasan semoga bermanfaat bagus gramedia,5,positif,2
olahraga,"Bagus..puas......,,,,,,,,,,,,,,,,,","kategori olahraga ulasan Bagus..puas......,,,,,,,,,,,,,,,,,",kategori olahraga ulasan bagus puas,4,positif,2
makanan_minuman,"Selalu sukaaa puregreen. Biasa makan yg merah aja pulen dan wangi puol, nyoba yang putih bener2 enak🥹 Pengiriman cepet banget!","kategori makanan_minuman ulasan Selalu sukaaa puregreen. Biasa makan yg merah aja pulen dan wangi puol, nyoba yang putih bener2 enak🥹 Pengiriman cepet banget!",kategori makanan minuman ulasan selalu sukaaa puregreen biasa makan yang merah saja pulen dan wangi puol coba yang putih benar enak pengiriman cepat banget,5,positif,2
hiburan,"Isi buku sangat bagus, cover dan gambar sangat cerah merangsang anak melihat dan mmperhatikan,
Terimakasih seller dan p kurir, moga berkah sllu","kategori hiburan ulasan Isi buku sangat bagus, cover dan gambar sangat cerah merangsang anak melihat dan mmperhatikan,
Terimakasih seller dan p kurir, moga berkah sllu",kategori hiburan ulasan isi buku sangat bagus cover dan gambar sangat cerah merangsang anak melihat dan mmperhatikan terima kasih seller dan p kurir moga berkah selalu,5,positif,2
fashion,"Harga produk sangat baik ,Respon penjual sangat baik Sdh sampai trima kasih","kategori fashion ulasan Harga produk sangat baik ,Respon penjual sangat baik Sdh sampai trima kasih",kategori fashion ulasan harga produk sangat baik respon penjual sangat baik sudah sampai terima kasih kasih,5,positif,2
pertukangan,"bahan kokoh, sesuai dengan foto","kategori pertukangan ulasan bahan kokoh, sesuai dengan foto",kategori pertukangan ulasan bahan kokoh sesuai dengan foto,5,positif,2
elektronik,Barang top quality. Recommended,kategori elektronik ulasan Barang top quality. Recommended,kategori elektronik ulasan barang top quality rekomendasi,5,positif,2
kecantikan,"Baru datang paketannya..kaget waktu buka..kardus produk nya tidak ada segel nya..trs tutup nya gak rapet..
Waktu ku coba moisturizer nya mencair","kategori kecantikan ulasan Baru datang paketannya..kaget waktu buka..kardus produk nya tidak ada segel nya..trs tutup nya gak rapet..
Waktu ku coba moisturizer nya mencair",kategori kecantikan ulasan baru datang paketannya kaget waktu buka kardus produk nya tidak ada segel nya terus tutup nya tidak rapet waktu ku coba moisturizer nya mencair,1,negatif,0
makanan_minuman,"thank you seller. ikannya fresh! lsg di eksekusi, dpt bonus kepala salmon juga, pakingnya ok ada ice gel dan cepat sampainya 🙏👏 👏👏","kategori makanan_minuman ulasan thank you seller. ikannya fresh! lsg di eksekusi, dpt bonus kepala salmon juga, pakingnya ok ada ice gel dan cepat sampainya 🙏👏 👏👏",kategori makanan minuman ulasan terima kasih you seller ikannya fresh lsg di eksekusi dapat bonus kepala salmon juga pakingnya oke ada ice gel dan cepat sampainya terima kasih,5,positif,2
kecantikan,"Wanginya dan sine bagus, sayang setiap habis wudhu kurang nyaman dan langsung hilang","kategori kecantikan ulasan Wanginya dan sine bagus, sayang setiap habis wudhu kurang nyaman dan langsung hilang",kategori kecantikan ulasan wanginya dan sine bagus sayang setiap habis wudhu kurang nyaman dan langsung hilang,3,netral,1
makanan_minuman,"Barang dipacking dengan sangat baik, sehingga bila kena benturan juga sangat kecil kemungkinan untuk pecah (Sangat Safety sekali). Namun untuk jasa expedisinya sampai pengantaran barang sangat sangat tidak memuaskan.","kategori makanan_minuman ulasan Barang dipacking dengan sangat baik, sehingga bila kena benturan juga sangat kecil kemungkinan untuk pecah (Sangat Safety sekali). Namun untuk jasa expedisinya sampai pengantaran barang sangat sangat tidak memuaskan.",kategori makanan minuman ulasan barang dipacking dengan sangat baik sehingga bila kena benturan juga sangat kecil kemungkinan untuk pecah sangat safety sekali namun untuk jasa expedisinya sampai pengantaran barang sangat sangat tidak puas,4,positif,2
pertukangan,Barang sesuai pesanan dan bagus,kategori pertukangan ulasan Barang sesuai pesanan dan bagus,kategori pertukangan ulasan barang sesuai pesanan dan bagus,5,positif,2
kecantikan,"Baru nyoba, semoga cocok","kategori kecantikan ulasan Baru nyoba, semoga cocok",kategori kecantikan ulasan baru coba semoga cocok,3,netral,1
hiburan,"safely arriveddd! bubble wrap tebal, jadi aman no worryyy 🥰 best part beli di periplus itu saat nebak-nebak bookmarknya dapet gambar apa, ahahaaa!!! thank youu yaaa jaya terus periplus jaya jaya jayaaa","kategori hiburan ulasan safely arriveddd! bubble wrap tebal, jadi aman no worryyy 🥰 best part beli di periplus itu saat nebak-nebak bookmarknya dapet gambar apa, ahahaaa!!! thank youu yaaa jaya terus periplus jaya jaya jayaaa",kategori hiburan ulasan safely arriveddd bubble wrap tebal jadi aman no worryyy suka terbaik part beli di periplus itu saat nebak nebak bookmarknya dapat gambar apa ahahaaa terima kasih youu yaaa jaya terus periplus jaya jaya jayaaa,5,positif,2
olahraga,"Masyaallah sepatunya cakep banget,,, terimakasih KK semoga berkah makin laris manis dan sukses buat tokonya","kategori olahraga ulasan Masyaallah sepatunya cakep banget,,, terimakasih KK semoga berkah makin laris manis dan sukses buat tokonya",kategori olahraga ulasan masyaallah sepatunya cakep banget terima kasih kakak semoga berkah makin laris manis dan sukses buat tokonya,5,positif,2
kecantikan,"barang ori,pengiriman cpt kemasan aman","kategori kecantikan ulasan barang ori,pengiriman cpt kemasan aman",kategori kecantikan ulasan barang ori pengiriman cpt kemasan aman,5,positif,2
hiburan,"buku diterima dgn baik, packaging rapih, pelayanan cepat. terimakasih.","kategori hiburan ulasan buku diterima dgn baik, packaging rapih, pelayanan cepat. terimakasih.",kategori hiburan ulasan buku diterima dengan baik packaging rapih pelayanan cepat terima kasih,5,positif,2
fashion,"Barang bagus, ori, respon ramah, hanya saja respon sangat lambat, mungkin karena sibuk. Tolong tingkatkan lagi kecepatan responnya","kategori fashion ulasan Barang bagus, ori, respon ramah, hanya saja respon sangat lambat, mungkin karena sibuk. Tolong tingkatkan lagi kecepatan responnya",kategori fashion ulasan barang bagus ori respon ramah hanya saja respon sangat lambat mungkin karena sibuk tolong tingkatkan lagi kecepatan responnya,4,positif,2
fashion,Jahitan tidak rapi,kategori fashion ulasan Jahitan tidak rapi,kategori fashion ulasan jahitan tidak rapi,2,negatif,0
hiburan,semoga isi bacaannya keren dan dapat merawat luka bathin,kategori hiburan ulasan semoga isi bacaannya keren dan dapat merawat luka bathin,kategori hiburan ulasan semoga isi bacaannya keren dan dapat merawat luka bathin,5,positif,2
hiburan,Pengemasan bukunya aman mulus thank you,kategori hiburan ulasan Pengemasan bukunya aman mulus thank you,kategori hiburan ulasan pengemasan bukunya aman mulus terima kasih you,5,positif,2
kecantikan,Mantap bagus,kategori kecantikan ulasan Mantap bagus,kategori kecantikan ulasan bagus bagus,5,positif,2
pertukangan,"hand pump mendarat, aman tidak ada yg rusak. belum dicoba semoga aman tidak ada masalah. sudah pakai beberapa produk Nanotech puas dengan hasilnya","kategori pertukangan ulasan hand pump mendarat, aman tidak ada yg rusak. belum dicoba semoga aman tidak ada masalah. sudah pakai beberapa produk Nanotech puas dengan hasilnya",kategori pertukangan ulasan hand pump mendarat aman tidak ada yang rusak belum dicoba semoga aman tidak ada masalah sudah pakai beberapa produk nanotech puas dengan hasilnya,5,positif,2
olahraga,"pesanan sesuai, bahan kuat dan lentur","kategori olahraga ulasan pesanan sesuai, bahan kuat dan lentur",kategori olahraga ulasan pesanan sesuai bahan kuat dan lentur,5,positif,2
olahraga,"kerennn... barangnya ok 
thx kaa","kategori olahraga ulasan kerennn... barangnya ok 
thx kaa",kategori olahraga ulasan kerennn barangnya oke terima kasih kaa,5,positif,2
fashion,"Produknya Ok, walaupun masih kebesaran buat anakku. Its OK. Semoga awet..","kategori fashion ulasan Produknya Ok, walaupun masih kebesaran buat anakku. Its OK. Semoga awet..",kategori fashion ulasan produknya oke walaupun masih kebesaran buat anakku its oke semoga awet,5,positif,2
makanan_minuman,"seperti biasa admin komunikatif, sering dapat bonus, ikan fresh","kategori makanan_minuman ulasan seperti biasa admin komunikatif, sering dapat bonus, ikan fresh",kategori makanan minuman ulasan seperti biasa admin komunikatif sering dapat bonus ikan fresh,5,positif,2
pertukangan,"super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller","kategori pertukangan ulasan super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller",kategori pertukangan ulasan super tidak ribet cepat tidak perlu bertanya ada stok atau tidak saya langsung order proses sehari sampai bagus barang murah tapi tidak murahan joss rekomendasi seller,5,positif,2
olahraga,"bagus bahannya, agak tipis utk olahraga tapi oke","kategori olahraga ulasan bagus bahannya, agak tipis utk olahraga tapi oke",kategori olahraga ulasan bagus bahannya agak tipis untuk olahraga tapi oke,5,positif,2
pertukangan,pengiriman tidak lengkap padahal segera digunakan. walaupun dikirim kembali tapi harus nunggu sktr 2 hari utk barang sampai.,kategori pertukangan ulasan pengiriman tidak lengkap padahal segera digunakan. walaupun dikirim kembali tapi harus nunggu sktr 2 hari utk barang sampai.,kategori pertukangan ulasan pengiriman tidak lengkap padahal segera digunakan walaupun dikirim kembali tapi harus nunggu sktr hari untuk barang sampai,3,netral,1
makanan_minuman,Wonderful taste! Fast shipping and will definitely order more next time,kategori makanan_minuman ulasan Wonderful taste! Fast shipping and will definitely order more next time,kategori makanan minuman ulasan wonderful taste cepat shipping and will definitely order more lanjut waktu,5,positif,2
makanan_minuman,"Fast response, pesanan sesuai order, sampai di tempat tujuan dengan aman, mantap dan terima kasih","kategori makanan_minuman ulasan Fast response, pesanan sesuai order, sampai di tempat tujuan dengan aman, mantap dan terima kasih",kategori makanan minuman ulasan cepat respon pesanan sesuai order sampai di tempat tujuan dengan aman bagus dan terima kasih,5,positif,2
pertukangan,lengkap sesuai deskripsi.. udah repeat order ke sekian kali,kategori pertukangan ulasan lengkap sesuai deskripsi.. udah repeat order ke sekian kali,kategori pertukangan ulasan lengkap sesuai deskripsi sudah repeat order ke sekian kali,5,positif,2
elektronik,"Warna sesuai yang dipesan 👍 , port berfungsi semua, semoga awet","kategori elektronik ulasan Warna sesuai yang dipesan 👍 , port berfungsi semua, semoga awet",kategori elektronik ulasan warna sesuai yang dipesan bagus port berfungsi semua semoga awet,5,positif,2
